Id,Title,DemographicType,Type,PublishingStatus,TotalVolumes,MainImageUrl
18797,Naisho no Kawaikochan,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/277207l.jpg
18798,Tsuitemasu ka,Shoujo,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/2/9377l.jpg
18799,Joou no Houkago,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/153508l.jpg
18800,Mahou Ryouri Chaos Kitchen,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/23565l.jpg
18801,Waruiko Hero,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/17958l.jpg
18802,Yukikureinai no Miko,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/263705l.jpg
18803,Kaukuwai-Koukaima,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/21006l.jpg
18804,Naisho no Half Moon,Shoujo,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/1/23466l.jpg
18805,Hakushaku to Yobareta Otoko,Shoujo,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/3/23487l.jpg
18806,Kiniro no Yami,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/24290l.jpg
18807,Nemurenai Yoru wo Kazoete,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/24569l.jpg
18808,Chimney Kan no Himitsu,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/262335l.jpg
18809,Suki to Ienai...,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/28241l.jpg
18810,Jouai Paradox,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/4/262020l.jpg
18811,Kamiya-kun to Kamiya-san,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/247933l.jpg
18812,Tengoku no Kippu,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/267528l.jpg
18813,Sargasso,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/33977l.jpg
18814,Raise de Aimashou,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/35974l.jpg
18815,Last Escort: Club Katze,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/36580l.jpg
18816,Sengoku Anthology ~ Itoshi no Sengoku Bushou Boys,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/36863l.jpg
18817,Radio de Go!,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/43577l.jpg
18818,Jisatsu Helper,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/44871l.jpg
18819,Shirouto AV Joyuu,Seinen,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/1/45843l.jpg
18820,Akuryou-sama Oteyawaraka ni,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/49071l.jpg
18821,Nogi: Inshuu Hakoku Sentain,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/50371l.jpg
18822,Himawari Nikki,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/4/65345l.jpg
18823,Daremo Shiranai Niwa,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/200015l.jpg
18824,Ai no Request,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/79219l.jpg
18825,Go Go Kochira Shiritsu Hanasaki Tantei Jimusho.,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/79815l.jpg
18826,Kaichou no Joker,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/82376l.jpg
18827,Neko Darake,Seinen,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/1/96743l.jpg
18828,Houkago ○○ Club,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/139495l.jpg
18829,Kami☆Voice,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/98847l.jpg
18830,Gargoyle,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/167650l.jpg
18831,Mahou Shoujo Kanrikan Hanmura Hisayuki,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/128183l.jpg
18832,Choko Beast!!,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/115369l.jpg
18833,Toro Fuwa Milky Hanayome Shuugyou: Goshujinsama to Maid,Josei,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/1/115591l.jpg
18834,Sugar Wall,Seinen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/1/117489l.jpg
18835,Ojama-san Lulu,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/138197l.jpg
18836,Ichigo Karubi,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/144317l.jpg
18837,"Sono Otoko, Kikkai ni Tsuki",Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/149080l.jpg
18838,Shishou Series: Shishou to Boku to,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/201700l.jpg
18839,Harapeko na Majou: Saty to Parvati,Josei,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/5/151330l.jpg
18840,Yuurei Ouji no Risouteki na Himegimi: Ochiteru Yuurei wa Ore no Yome,Shoujo,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/3/152784l.jpg
18841,Miko Mimi Mimiko: Youma Toubatsu Mikoroku,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/152736l.jpg
18842,Sprite Spiegel,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/154551l.jpg
18843,Akuma Hakushaku no Hanayome: Shiroki Otome to Akai Kajitsu,Josei,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/2/158358l.jpg
18844,Piano no Mushi,Seinen,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/3/163828l.jpg
18845,Chiguhagu Shoujo no Dialogue,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/164043l.jpg
18846,Mahoutsukai Kouhosei to Maou-sama,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/164560l.jpg
18847,Slime Morimori,Shounen,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/3/164708l.jpg
18848,Digital Manga Death,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/165680l.jpg
18849,Yukemuri Kyuuji,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/168691l.jpg
18850,Tsubasa-kun wa Akanuketai noni,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/200539l.jpg
18851,"Ano ne,",Josei,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/170599l.jpg
18852,Sleeping Vampire,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/170070l.jpg
18853,Tide-Line Blue,Seinen,Manga,Finished,,https://cdn.myanimelist.net/images/manga/3/170709l.jpg
18854,Sensei nante Daikirai!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/174624l.jpg
18855,Otouto Catcher Ore Pitcher de!,Shounen,Manga,Finished,20,https://cdn.myanimelist.net/images/manga/2/176378l.jpg
18856,Butter Nut!,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/178585l.jpg
18857,Uza Nee!!,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/180797l.jpg
18858,After 0,Seinen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/3/183601l.jpg
18859,Hachimitsu-hime to Ookami Koushaku no Amai Bansan,Josei,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/2/183829l.jpg
18860,"Korosazaru Mono, Ikubekarazu",Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/198997l.jpg
18861,Mama wa Sports Doctor,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/209575l.jpg
18862,0-kyori kara no Hatsukoi Moyou,Josei,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/3/195117l.jpg
18863,Plus-Minus Gohan,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/202373l.jpg
18864,Zeniya-kun no Koi wa Kaneshidai,Josei,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/204075l.jpg
18865,Rin to Cheer.,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/204913l.jpg
18866,Onsen Takkyuu☆Companions!,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/206596l.jpg
18867,Dokushi,Seinen,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/2/227599l.jpg
18868,Primal,Josei,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/231117l.jpg
18869,Yume,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/230919l.jpg
18870,Houkago no Alchemist,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/221757l.jpg
18871,"Uwasa no Kanojo to, Sono Kareshi",Shoujo,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/231570l.jpg
18872,Dekoboko,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/234696l.jpg
18873,Shirogane Shinshi Club,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/232331l.jpg
18874,Ametsuchi no Uta,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/234934l.jpg
18875,Ano Yoru no Sasayaki ga.,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/239928l.jpg
18876,"Futago no Ane ga Miko toshite Hikitorarete, Watashi wa Suterareta kedo Tabun Watashi ga Miko de Aru.",Shoujo,LightNovel,Publishing,,https://cdn.myanimelist.net/images/manga/3/240194l.jpg
18877,Danball Senki Gaiden," Shounen",Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/239058l.jpg
18878,Watashi no Machi no Chiba-kun wa.,Josei,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/3/245995l.jpg
18879,Kaiyou-bu e Youkoso!,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/243929l.jpg
18880,Kamisama Gakkou no Ochikobore,Shoujo,LightNovel,Publishing,,https://cdn.myanimelist.net/images/manga/3/254906l.jpg
18881,Elite Senmu no Amai Sakuryaku,Josei,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/278282l.jpg
18882,"Kogoeda-san, Gal ni Naru",Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/284809l.jpg
18883,Aoni no Sora ni Ryuu wa Naku,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/118225l.jpg
18884,OL wa Futatabi Otoko wo Kau.,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/128191l.jpg
18885,Icarus no Musume,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/161142l.jpg
18886,Aiyuri Jogakuin e Youkoso,Josei,LightNovel,Finished,1,https://cdn.myanimelist.net/images/manga/3/182552l.jpg
18887,Chiisai Hito: Aoba Jidou Soudanjo Monogatari," Shounen",Manga,Finished,6,https://cdn.myanimelist.net/images/manga/3/192992l.jpg
18888,Sekai 8-banme no Fushigi,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/203266l.jpg
18889,Niwa-kun wa Tada no Tomodachi desu!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/205073l.jpg
18890,Sono Shukujo wa Guuzou to Naru,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/266062l.jpg
18891,Toki no Seijuu,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/6298l.jpg
18892,Usotsuki Voice,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/5/264422l.jpg
18893,Usotsuki na Season,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/9981l.jpg
18894,Henachoko Banchou,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/5/112129l.jpg
18895,Anata no Ichiban ni Naritai,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/10872l.jpg
18896,Ringo no Tsumi,Shoujo,OneShot,Finished,,
18897,Doukyo-Ijou Dousei-Miman,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/5/261597l.jpg
18898,Himitsu no Kare,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/153509l.jpg
18899,Oujisama ga ii no!,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/5/263700l.jpg
18900,Half Fantasia,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/18294l.jpg
18901,Koi ni Tsuite,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/18357l.jpg
18902,Tsurubara Tsurubara,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/18441l.jpg
18903,Mainichi ga Natsuyasumi,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/18451l.jpg
18904,Kozumitoki,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/23690l.jpg
18905,The Legend of Reiko,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/24433l.jpg
18906,Minamiguchi Inari Shoutengai,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/24805l.jpg
18907,Saikachi: Manatsu no Konchuu Kakutouki,Shounen,Manga,Finished,,https://cdn.myanimelist.net/images/manga/3/27483l.jpg
18908,Hatena no Hana,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/31212l.jpg
18909,Koishi Uru Kagiri Koise,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/34998l.jpg
18910,Target,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/35361l.jpg
18911,Chou Kowai Gakkou no Kaidan,Shoujo,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/3/36870l.jpg
18912,Majokko Tsukune-chan Plus,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/175011l.jpg
18913,Scissor Man,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/165625l.jpg
18914,Megane Danshi ga Suki desu Ka,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/38467l.jpg
18915,Odds GP!,Seinen,Manga,Finished,14,https://cdn.myanimelist.net/images/manga/1/45437l.jpg
18916,Chronicle,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/46457l.jpg
18917,Rockwell + Gangster,Josei,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/186582l.jpg
18918,Kuro no Rondo,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/48909l.jpg
18919,Onigiri Tsuushin: Dame Mama Nikki,Josei,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/174387l.jpg
18920,Airabu Joutou!,Shoujo,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/69991l.jpg
18921,Vision Noa,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/81366l.jpg
18922,Roppan!!,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/81868l.jpg
18923,Tenohira no Pan,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/83238l.jpg
18924,Ena,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/103897l.jpg
18925,Strega!,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/120175l.jpg
18926,Choujin Locke: Kaze no Houyou,Seinen,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/1/124919l.jpg
18927,Patrol QT,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/132031l.jpg
18928,f-Ningyo,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/188253l.jpg
18929,Shoujozame,Shoujo,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/1/134081l.jpg
18930,Sensei no Iutoori!!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/134983l.jpg
18931,Rock & Gem,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/137665l.jpg
18932,Tadaima Jugyouchuu!,Shounen,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/1/148719l.jpg
18933,Maid Goshuu Show-sama!!,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/149943l.jpg
18934,Rokujou Hitoma no Nekogami-sama,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/152167l.jpg
18935,Tenman à la carte,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/155662l.jpg
18936,Prometeo,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/171980l.jpg
18937,Katasumi Otome Once More,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/162669l.jpg
18938,Concierge Imperial,Seinen,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/3/186829l.jpg
18939,Shura no Dress,Josei,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/166591l.jpg
18940,Aoba Jitensha-ten e Youkoso!,Seinen,Manga,Finished,20,https://cdn.myanimelist.net/images/manga/3/166496l.jpg
18941,Hitotoki dake no Koibito,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/172239l.jpg
18942,Clover Trèfle,Josei,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/170864l.jpg
18943,Miraigata Renai Danshi 46,Shoujo,Manga,OnHiatus,,https://cdn.myanimelist.net/images/manga/3/174649l.jpg
18944,Joryuu Hikoushi Maria Mantegazza no Bouken,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/180988l.jpg
18945,Ore no Yome wo Shoukai shimasu,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/174625l.jpg
18946,Binkan Kanojo,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/184713l.jpg
18947,OidemaSeri,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/180004l.jpg
18948,Makai Senki Disgaea 4,Seinen,Manga,OnHiatus,1,https://cdn.myanimelist.net/images/manga/1/239774l.jpg
18949,Boo Boo,Shoujo,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/192981l.jpg
18950,Boku to Kimi no Aida ni,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/202976l.jpg
18951,Tono to Issho,Seinen,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/2/192319l.jpg
18952,Buggy Whip,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/202209l.jpg
18953,Goo to Goo,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/211428l.jpg
18954,Totsugeki! Pappara-tai,Shounen,Manga,Finished,18,https://cdn.myanimelist.net/images/manga/2/203904l.jpg
18955,Usotsuki Hime,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/240443l.jpg
18956,Zecchou Love x Voice,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/231509l.jpg
18957,Houkago Kagura Vibes,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/210318l.jpg
18958,Satoremasen Manji,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/271371l.jpg
18959,Shabaou,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/220935l.jpg
18960,Sonoda no Uta,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/234747l.jpg
18961,Kuro Bara Alice D.C. al fine,Josei,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/242812l.jpg
18962,Shigoite! Gina-chan,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/245609l.jpg
18963,Hanakoi Shounen,Josei,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/241612l.jpg
18964,Babanbabanban Vampire,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/277427l.jpg
18965,Dragon no Ko,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/252307l.jpg
18966,Worst Gaiden: Dokuro,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/257059l.jpg
18967,Okaeri,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/257693l.jpg
18968,Kono Hon wo Nusumu Mono wa,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/261703l.jpg
18969,"Anatomia: Kaibou shite Wakatta Koto da ga, Ningen wa Kanarazu Shinu You ni Dekiteiru",Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/278465l.jpg
18970,Kirihara-san wa Kyorikan ga Bagutteru,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/268141l.jpg
18971,"Yuuryou Bukken Mou Dame-sou: Furo, Toilet to Tenshi wa Kyoudou desu",Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/283736l.jpg
18972,Hikaru to Hikaru,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/286599l.jpg
18973,Sekai wa Are de Dekiteiru,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/278845l.jpg
18974,Irodori Midori,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/4/261584l.jpg
18975,Kakikake to Keshiin,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/35846l.jpg
18976,Neko no Mail,Shoujo,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/265692l.jpg
18977,Makeruna!! Aku no Gundan!,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/193546l.jpg
18978,Kajiba no Baka IQ,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/167459l.jpg
18979,GJ,Seinen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/1/238455l.jpg
18980,F no Senkou: Ayrton Senna no Chousen!!,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/260322l.jpg
18981,Himitsu no Inugami-kun,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/83328l.jpg
18982,Oyayubi no Himegoto,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/5/13979l.jpg
18983,Mamiana Shijuusoudan,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/171603l.jpg
18984,Okubyouna Koneko,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/17344l.jpg
18985,Shiroi Yami,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/18298l.jpg
18986,KOOLS,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/18830l.jpg
18987,Satou Kashi Shounen,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/20166l.jpg
18988,Rakuen no Toriko,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/20812l.jpg
18989,Tokyo Flowchart,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/21787l.jpg
18990,Gekkouju,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/25038l.jpg
18991,Belle Epoque,Josei,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/3/26276l.jpg
18992,Heart ga Skip!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/26668l.jpg
18993,Majisuki,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/37798l.jpg
18994,Nude wa Koi wo Matou,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/31278l.jpg
18995,Katte ni Shiyagare!,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/31653l.jpg
18996,Cherisen!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/247995l.jpg
18997,Sakura Hanayashiki,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/36350l.jpg
18998,Kono Tenohira,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/150855l.jpg
18999,Goshiki×Sweets,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/42548l.jpg
19000,Blue Bird Blue,Josei,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/261675l.jpg
19001,Shuusen no Lorelei,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/138185l.jpg
19002,Hanazono Fantasica,Josei,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/72579l.jpg
19003,Gyakukousen,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/194893l.jpg
19004,Change Sanjou!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/79397l.jpg
19005,Usotsuki Love Letter,Josei,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/171399l.jpg
19006,Bocchi Biyori..,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/83871l.jpg
19007,Hyakka Ryouranroku,Josei,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/144255l.jpg
19008,Sei Mo.E.S. no Hakobune,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/3/137897l.jpg
19009,Hakobiya Ken,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/89493l.jpg
19010,Batosupi Bu!,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/97203l.jpg
19011,Twins!,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/94325l.jpg
19012,Cruise - Ishi Yamada Kouhei Koukai-shi,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/102161l.jpg
19013,Zwart Closet,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/108453l.jpg
19014,"Yomei ¥20,000,000-",Josei,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/155067l.jpg
19015,Diavolo no Soup,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/109025l.jpg
19016,Chaser,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/118201l.jpg
19017,Fuuryuu Edo Suzume,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/122813l.jpg
19018,Mahou to Pantsu to Ore,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/124829l.jpg
19019,Himitsu no Étoile,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/133649l.jpg
19020,Keppare Matsubara-san!,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/155819l.jpg
19021,Fukushuu no You ni,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/149839l.jpg
19022,Bloody Lily,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/149699l.jpg
19023,Tsuioku no First Love,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/247036l.jpg
19024,Giant,Seinen,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/2/154232l.jpg
19025,Ontama!,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/157839l.jpg
19026,Bokura wa Itai Ikimono da.,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/157954l.jpg
